id;nombres;edad;notas
23409;nombre 23409;19;14
23410;nombre 23410;12;6
23411;nombre 23411;12;0
23412;nombre 23412;16;13
23413;nombre 23413;19;17
23414;nombre 23414;10;13
23415;nombre 23415;15;20
23416;nombre 23416;13;20
23417;nombre 23417;10;17
23418;nombre 23418;20;13
23419;nombre 23419;16;1
23420;nombre 23420;12;0
23421;nombre 23421;17;14
23422;nombre 23422;14;11
23423;nombre 23423;16;16
23424;nombre 23424;20;15
23425;nombre 23425;20;20
23426;nombre 23426;11;15
23427;nombre 23427;15;7
23428;nombre 23428;20;18
23429;nombre 23429;11;18
23430;nombre 23430;12;17
23431;nombre 23431;11;13
23432;nombre 23432;10;13
23433;nombre 23433;10;6
23434;nombre 23434;12;14
23435;nombre 23435;10;16
23436;nombre 23436;10;1
23437;nombre 23437;13;18
23438;nombre 23438;19;7
23439;nombre 23439;17;8
23440;nombre 23440;10;9
23441;nombre 23441;18;7
23442;nombre 23442;18;16
23443;nombre 23443;19;8
23444;nombre 23444;16;14
23445;nombre 23445;15;14
23446;nombre 23446;19;1
23447;nombre 23447;17;2
23448;nombre 23448;16;16
23449;nombre 23449;13;6
23450;nombre 23450;16;8
23451;nombre 23451;20;9
23452;nombre 23452;20;2
23453;nombre 23453;11;7
23454;nombre 23454;19;11
23455;nombre 23455;16;12
23456;nombre 23456;18;17
23457;nombre 23457;12;19
23458;nombre 23458;19;3
23459;nombre 23459;19;4
23460;nombre 23460;18;5
23461;nombre 23461;18;13
23462;nombre 23462;14;1
23463;nombre 23463;14;2
23464;nombre 23464;12;13
23465;nombre 23465;10;3
23466;nombre 23466;18;4
23467;nombre 23467;15;13
23468;nombre 23468;11;6
23469;nombre 23469;19;20
23470;nombre 23470;11;10
23471;nombre 23471;17;13
23472;nombre 23472;13;4
23473;nombre 23473;11;1
23474;nombre 23474;19;13
23475;nombre 23475;19;19
23476;nombre 23476;12;3
23477;nombre 23477;14;17
23478;nombre 23478;11;5
23479;nombre 23479;20;13
23480;nombre 23480;10;5
23481;nombre 23481;18;8
23482;nombre 23482;17;19
23483;nombre 23483;20;6
23484;nombre 23484;16;14
23485;nombre 23485;17;7
23486;nombre 23486;20;19
23487;nombre 23487;15;20
23488;nombre 23488;15;6
23489;nombre 23489;10;6
23490;nombre 23490;17;4
23491;nombre 23491;10;10
23492;nombre 23492;15;15
23493;nombre 23493;14;3
23494;nombre 23494;16;13
23495;nombre 23495;19;8
23496;nombre 23496;15;8
23497;nombre 23497;10;2
23498;nombre 23498;16;10
23499;nombre 23499;11;9
23500;nombre 23500;20;1
23501;nombre 23501;17;0
23502;nombre 23502;16;10
23503;nombre 23503;15;18
23504;nombre 23504;10;15
23505;nombre 23505;16;20
23506;nombre 23506;15;8
23507;nombre 23507;11;17
23508;nombre 23508;18;3
23509;nombre 23509;13;0
23510;nombre 23510;15;13
23511;nombre 23511;19;17
23512;nombre 23512;20;16
23513;nombre 23513;10;14
23514;nombre 23514;20;7
23515;nombre 23515;20;16
23516;nombre 23516;19;5
23517;nombre 23517;12;0
23518;nombre 23518;11;16
23519;nombre 23519;15;10
23520;nombre 23520;11;20
23521;nombre 23521;17;0
23522;nombre 23522;17;18
23523;nombre 23523;16;11
23524;nombre 23524;12;4
23525;nombre 23525;19;9
23526;nombre 23526;16;13
23527;nombre 23527;19;14
23528;nombre 23528;14;8
23529;nombre 23529;16;6
23530;nombre 23530;12;14
23531;nombre 23531;11;12
23532;nombre 23532;20;6
23533;nombre 23533;17;7
23534;nombre 23534;13;12
23535;nombre 23535;14;16
23536;nombre 23536;11;19
23537;nombre 23537;10;3
23538;nombre 23538;17;10
23539;nombre 23539;20;11
23540;nombre 23540;11;12
23541;nombre 23541;10;12
23542;nombre 23542;20;2
23543;nombre 23543;15;13
23544;nombre 23544;17;15
23545;nombre 23545;10;17
23546;nombre 23546;11;18
23547;nombre 23547;15;4
23548;nombre 23548;12;8
23549;nombre 23549;14;4
23550;nombre 23550;12;0
23551;nombre 23551;10;7
23552;nombre 23552;11;3
23553;nombre 23553;13;0
23554;nombre 23554;10;5
23555;nombre 23555;11;16
23556;nombre 23556;12;3
23557;nombre 23557;11;16
23558;nombre 23558;15;13
23559;nombre 23559;12;4
23560;nombre 23560;18;10
23561;nombre 23561;15;10
23562;nombre 23562;15;10
23563;nombre 23563;20;4
23564;nombre 23564;16;5
23565;nombre 23565;11;19
23566;nombre 23566;11;19
23567;nombre 23567;10;11
23568;nombre 23568;14;9
23569;nombre 23569;13;15
23570;nombre 23570;19;8
23571;nombre 23571;15;20
23572;nombre 23572;10;18
23573;nombre 23573;20;12
23574;nombre 23574;11;5
23575;nombre 23575;18;16
23576;nombre 23576;17;19
23577;nombre 23577;11;10
23578;nombre 23578;14;18
23579;nombre 23579;15;2
23580;nombre 23580;20;0
23581;nombre 23581;12;11
23582;nombre 23582;11;9
23583;nombre 23583;16;13
23584;nombre 23584;18;7
23585;nombre 23585;16;4
23586;nombre 23586;11;2
23587;nombre 23587;19;1
23588;nombre 23588;15;6
23589;nombre 23589;12;3
23590;nombre 23590;20;10
23591;nombre 23591;19;4
23592;nombre 23592;20;15
23593;nombre 23593;13;6
23594;nombre 23594;20;17
23595;nombre 23595;15;9
23596;nombre 23596;10;10
23597;nombre 23597;19;20
23598;nombre 23598;19;12
23599;nombre 23599;10;9
23600;nombre 23600;17;1
23601;nombre 23601;10;13
23602;nombre 23602;10;16
23603;nombre 23603;17;15
23604;nombre 23604;13;11
23605;nombre 23605;15;3
23606;nombre 23606;17;10
23607;nombre 23607;12;4
23608;nombre 23608;18;19
23609;nombre 23609;12;11
23610;nombre 23610;18;9
23611;nombre 23611;17;12
23612;nombre 23612;17;4
23613;nombre 23613;15;4
23614;nombre 23614;17;12
23615;nombre 23615;20;6
23616;nombre 23616;19;6
23617;nombre 23617;12;1
23618;nombre 23618;12;18
23619;nombre 23619;16;13
23620;nombre 23620;19;1
23621;nombre 23621;20;19
23622;nombre 23622;19;14
23623;nombre 23623;19;11
23624;nombre 23624;12;14
23625;nombre 23625;20;12
23626;nombre 23626;18;13
23627;nombre 23627;15;20
23628;nombre 23628;12;6
23629;nombre 23629;10;16
23630;nombre 23630;16;9
23631;nombre 23631;19;17
23632;nombre 23632;15;3
23633;nombre 23633;15;11
23634;nombre 23634;13;13
23635;nombre 23635;17;6
23636;nombre 23636;19;18
23637;nombre 23637;14;20
23638;nombre 23638;20;5
23639;nombre 23639;14;13
23640;nombre 23640;18;7
23641;nombre 23641;10;7
23642;nombre 23642;12;15
23643;nombre 23643;18;1
23644;nombre 23644;11;17
23645;nombre 23645;20;4
23646;nombre 23646;14;1
23647;nombre 23647;19;17
23648;nombre 23648;14;1
23649;nombre 23649;12;6
23650;nombre 23650;15;2
23651;nombre 23651;16;17
23652;nombre 23652;14;19
23653;nombre 23653;13;18
23654;nombre 23654;18;12
23655;nombre 23655;19;8
23656;nombre 23656;19;6
23657;nombre 23657;17;14
23658;nombre 23658;10;15
23659;nombre 23659;18;8
23660;nombre 23660;11;16
23661;nombre 23661;12;2
23662;nombre 23662;18;20
23663;nombre 23663;19;17
23664;nombre 23664;15;9
23665;nombre 23665;10;17
23666;nombre 23666;10;10
23667;nombre 23667;18;15
23668;nombre 23668;14;5
23669;nombre 23669;20;11
23670;nombre 23670;13;7
23671;nombre 23671;15;5
23672;nombre 23672;10;9
23673;nombre 23673;12;7
23674;nombre 23674;14;10
23675;nombre 23675;11;6
23676;nombre 23676;14;8
23677;nombre 23677;12;1
23678;nombre 23678;10;11
23679;nombre 23679;20;1
23680;nombre 23680;16;20
23681;nombre 23681;20;16
23682;nombre 23682;17;15
23683;nombre 23683;13;0
23684;nombre 23684;13;15
23685;nombre 23685;18;10
23686;nombre 23686;17;1
23687;nombre 23687;13;20
23688;nombre 23688;14;19
23689;nombre 23689;17;16
23690;nombre 23690;14;13
23691;nombre 23691;16;16
23692;nombre 23692;10;5
23693;nombre 23693;13;13
23694;nombre 23694;18;17
23695;nombre 23695;10;12
23696;nombre 23696;19;4
23697;nombre 23697;12;0
23698;nombre 23698;18;3
23699;nombre 23699;17;3
23700;nombre 23700;20;11
23701;nombre 23701;15;7
23702;nombre 23702;12;9
23703;nombre 23703;17;0
23704;nombre 23704;20;14
23705;nombre 23705;20;6
23706;nombre 23706;17;6
23707;nombre 23707;18;16
23708;nombre 23708;17;6
23709;nombre 23709;12;13
23710;nombre 23710;19;16
23711;nombre 23711;19;16
23712;nombre 23712;10;1
23713;nombre 23713;16;18
23714;nombre 23714;19;10
23715;nombre 23715;11;18
23716;nombre 23716;14;6
23717;nombre 23717;18;4
23718;nombre 23718;15;18
23719;nombre 23719;16;17
23720;nombre 23720;19;6
23721;nombre 23721;10;3
23722;nombre 23722;16;8
23723;nombre 23723;11;13
23724;nombre 23724;11;3
23725;nombre 23725;14;19
23726;nombre 23726;17;2
23727;nombre 23727;15;13
23728;nombre 23728;12;8
23729;nombre 23729;14;19
23730;nombre 23730;17;19
23731;nombre 23731;10;10
23732;nombre 23732;15;14
23733;nombre 23733;19;2
23734;nombre 23734;12;20
23735;nombre 23735;18;3
23736;nombre 23736;10;19
23737;nombre 23737;15;9
23738;nombre 23738;20;15
23739;nombre 23739;15;1
23740;nombre 23740;12;10
23741;nombre 23741;12;19
23742;nombre 23742;12;8
23743;nombre 23743;17;12
23744;nombre 23744;14;13
23745;nombre 23745;16;1
23746;nombre 23746;18;13
23747;nombre 23747;11;16
23748;nombre 23748;12;14
23749;nombre 23749;19;14
23750;nombre 23750;11;20
23751;nombre 23751;17;12
23752;nombre 23752;16;10
23753;nombre 23753;10;3
23754;nombre 23754;20;11
23755;nombre 23755;11;8
23756;nombre 23756;15;18
23757;nombre 23757;11;19
23758;nombre 23758;15;6
23759;nombre 23759;18;14
23760;nombre 23760;11;7
23761;nombre 23761;18;18
23762;nombre 23762;16;4
23763;nombre 23763;13;18
23764;nombre 23764;19;3
23765;nombre 23765;12;5
23766;nombre 23766;18;13
23767;nombre 23767;11;18
23768;nombre 23768;13;14
23769;nombre 23769;17;15
23770;nombre 23770;20;8
23771;nombre 23771;20;18
23772;nombre 23772;14;15
23773;nombre 23773;17;1
23774;nombre 23774;15;15
23775;nombre 23775;17;6
23776;nombre 23776;14;0
23777;nombre 23777;15;16
23778;nombre 23778;11;15
23779;nombre 23779;13;5
23780;nombre 23780;18;20
23781;nombre 23781;14;19
23782;nombre 23782;10;15
23783;nombre 23783;16;18
23784;nombre 23784;12;20
23785;nombre 23785;14;3
23786;nombre 23786;15;5
23787;nombre 23787;10;3
23788;nombre 23788;16;12
23789;nombre 23789;18;4
23790;nombre 23790;13;8
23791;nombre 23791;15;7
23792;nombre 23792;16;11
23793;nombre 23793;10;11
23794;nombre 23794;20;3
23795;nombre 23795;13;20
23796;nombre 23796;14;15
23797;nombre 23797;11;5
23798;nombre 23798;10;7
23799;nombre 23799;18;6
23800;nombre 23800;18;14
23801;nombre 23801;19;6
23802;nombre 23802;18;3
23803;nombre 23803;10;10
23804;nombre 23804;20;18
23805;nombre 23805;11;8
23806;nombre 23806;19;20
23807;nombre 23807;15;0
23808;nombre 23808;17;13
23809;nombre 23809;20;11
23810;nombre 23810;15;16
23811;nombre 23811;10;16
23812;nombre 23812;18;6
23813;nombre 23813;13;5
23814;nombre 23814;12;0
23815;nombre 23815;19;7
23816;nombre 23816;19;17
23817;nombre 23817;12;5
23818;nombre 23818;17;8
23819;nombre 23819;14;3
23820;nombre 23820;17;18
23821;nombre 23821;19;8
23822;nombre 23822;12;6
23823;nombre 23823;20;1
23824;nombre 23824;12;6
23825;nombre 23825;12;1
23826;nombre 23826;12;6
23827;nombre 23827;18;4
23828;nombre 23828;15;9
23829;nombre 23829;18;12
23830;nombre 23830;10;10
23831;nombre 23831;16;13
23832;nombre 23832;20;9
23833;nombre 23833;19;20
23834;nombre 23834;18;7
23835;nombre 23835;12;14
23836;nombre 23836;15;5
23837;nombre 23837;12;11
23838;nombre 23838;12;4
23839;nombre 23839;19;12
23840;nombre 23840;18;4
23841;nombre 23841;19;3
23842;nombre 23842;14;17
23843;nombre 23843;14;6
23844;nombre 23844;17;1
23845;nombre 23845;16;16
23846;nombre 23846;20;12
23847;nombre 23847;18;13
23848;nombre 23848;18;17
23849;nombre 23849;17;7
23850;nombre 23850;14;11
23851;nombre 23851;13;15
23852;nombre 23852;10;18
23853;nombre 23853;13;17
23854;nombre 23854;11;3
23855;nombre 23855;16;0
23856;nombre 23856;10;10
23857;nombre 23857;18;0
23858;nombre 23858;11;13
23859;nombre 23859;11;16
23860;nombre 23860;18;19
23861;nombre 23861;19;12
23862;nombre 23862;11;1
23863;nombre 23863;19;14
23864;nombre 23864;15;0
23865;nombre 23865;14;12
23866;nombre 23866;20;11
23867;nombre 23867;20;2
23868;nombre 23868;17;20
23869;nombre 23869;19;7
23870;nombre 23870;12;19
23871;nombre 23871;16;4
23872;nombre 23872;15;19
23873;nombre 23873;10;9
23874;nombre 23874;13;19
23875;nombre 23875;19;17
23876;nombre 23876;10;8
23877;nombre 23877;15;11
23878;nombre 23878;16;20
23879;nombre 23879;19;15
23880;nombre 23880;18;2
23881;nombre 23881;10;12
23882;nombre 23882;20;9
23883;nombre 23883;15;19
23884;nombre 23884;19;18
23885;nombre 23885;14;19
23886;nombre 23886;13;15
23887;nombre 23887;17;5
23888;nombre 23888;18;10
23889;nombre 23889;13;3
23890;nombre 23890;11;6
23891;nombre 23891;14;11
23892;nombre 23892;14;2
23893;nombre 23893;13;7
23894;nombre 23894;13;17
23895;nombre 23895;17;10
23896;nombre 23896;20;19
23897;nombre 23897;12;16
23898;nombre 23898;15;19
23899;nombre 23899;17;19
23900;nombre 23900;12;3
23901;nombre 23901;20;12
23902;nombre 23902;15;15
23903;nombre 23903;17;3
23904;nombre 23904;13;8
23905;nombre 23905;15;13
23906;nombre 23906;11;14
23907;nombre 23907;19;5
23908;nombre 23908;14;3
23909;nombre 23909;16;2
23910;nombre 23910;19;1
23911;nombre 23911;10;1
23912;nombre 23912;15;18
23913;nombre 23913;11;17
23914;nombre 23914;16;20
23915;nombre 23915;14;4
23916;nombre 23916;15;16
23917;nombre 23917;13;4
23918;nombre 23918;19;4
23919;nombre 23919;18;14
23920;nombre 23920;11;15
23921;nombre 23921;10;11
23922;nombre 23922;13;19
23923;nombre 23923;19;7
23924;nombre 23924;14;7
23925;nombre 23925;16;3
23926;nombre 23926;18;9
23927;nombre 23927;17;2
23928;nombre 23928;18;19
23929;nombre 23929;10;0
23930;nombre 23930;12;4
23931;nombre 23931;15;12
23932;nombre 23932;14;0
23933;nombre 23933;14;7
23934;nombre 23934;19;9
23935;nombre 23935;11;0
23936;nombre 23936;10;2
23937;nombre 23937;11;9
23938;nombre 23938;16;14
23939;nombre 23939;20;15
23940;nombre 23940;11;15
23941;nombre 23941;19;18
23942;nombre 23942;20;0
23943;nombre 23943;13;0
23944;nombre 23944;10;13
23945;nombre 23945;16;1
23946;nombre 23946;15;4
23947;nombre 23947;20;13
23948;nombre 23948;14;0
23949;nombre 23949;17;19
23950;nombre 23950;18;1
23951;nombre 23951;14;11
23952;nombre 23952;16;6
23953;nombre 23953;18;17
23954;nombre 23954;20;9
23955;nombre 23955;14;14
23956;nombre 23956;12;7
23957;nombre 23957;14;3
23958;nombre 23958;18;18
23959;nombre 23959;17;16
23960;nombre 23960;10;15
23961;nombre 23961;16;18
23962;nombre 23962;19;5
23963;nombre 23963;12;10
23964;nombre 23964;12;15
23965;nombre 23965;14;6
23966;nombre 23966;15;4
23967;nombre 23967;19;10
23968;nombre 23968;17;13
23969;nombre 23969;19;17
23970;nombre 23970;19;7
23971;nombre 23971;13;1
23972;nombre 23972;16;15
23973;nombre 23973;16;0
23974;nombre 23974;19;5
23975;nombre 23975;15;1
23976;nombre 23976;11;18
23977;nombre 23977;19;6
23978;nombre 23978;12;13
23979;nombre 23979;17;2
23980;nombre 23980;15;7
23981;nombre 23981;14;8
23982;nombre 23982;19;16
23983;nombre 23983;17;8
23984;nombre 23984;15;13
23985;nombre 23985;11;0
23986;nombre 23986;15;5
23987;nombre 23987;19;12
23988;nombre 23988;10;12
23989;nombre 23989;11;8
23990;nombre 23990;15;3
23991;nombre 23991;16;12
23992;nombre 23992;14;13
23993;nombre 23993;11;11
23994;nombre 23994;17;3
23995;nombre 23995;16;14
23996;nombre 23996;20;12
23997;nombre 23997;19;15
23998;nombre 23998;16;7
23999;nombre 23999;17;13
24000;nombre 24000;17;11
24001;nombre 24001;15;8
24002;nombre 24002;17;10
24003;nombre 24003;17;11
24004;nombre 24004;10;11
24005;nombre 24005;13;3
24006;nombre 24006;16;14
24007;nombre 24007;20;15
24008;nombre 24008;10;17
24009;nombre 24009;16;6
24010;nombre 24010;11;3
24011;nombre 24011;11;1
24012;nombre 24012;15;20
24013;nombre 24013;19;19
24014;nombre 24014;16;9
24015;nombre 24015;14;7
24016;nombre 24016;10;18
24017;nombre 24017;11;2
24018;nombre 24018;13;5
24019;nombre 24019;11;3
24020;nombre 24020;19;20
24021;nombre 24021;20;1
24022;nombre 24022;10;1
24023;nombre 24023;18;13
24024;nombre 24024;15;15
24025;nombre 24025;14;4
24026;nombre 24026;16;0
24027;nombre 24027;18;11
24028;nombre 24028;15;18
24029;nombre 24029;13;13
24030;nombre 24030;15;18
24031;nombre 24031;18;18
24032;nombre 24032;17;20
24033;nombre 24033;15;9
24034;nombre 24034;15;15
24035;nombre 24035;14;16
24036;nombre 24036;16;8
24037;nombre 24037;14;4
24038;nombre 24038;15;12
24039;nombre 24039;15;18
24040;nombre 24040;16;9
24041;nombre 24041;10;19
24042;nombre 24042;18;20
24043;nombre 24043;17;6
24044;nombre 24044;17;4
24045;nombre 24045;20;16
24046;nombre 24046;10;7
24047;nombre 24047;10;2
24048;nombre 24048;13;6
24049;nombre 24049;13;1
24050;nombre 24050;12;16
24051;nombre 24051;10;17
24052;nombre 24052;17;11
24053;nombre 24053;10;17
24054;nombre 24054;18;7
24055;nombre 24055;13;5
24056;nombre 24056;11;18
24057;nombre 24057;17;6
24058;nombre 24058;18;4
24059;nombre 24059;19;11
24060;nombre 24060;17;9
24061;nombre 24061;17;6
24062;nombre 24062;12;18
24063;nombre 24063;19;0
24064;nombre 24064;19;5
24065;nombre 24065;16;10
24066;nombre 24066;17;19
24067;nombre 24067;16;5
24068;nombre 24068;10;17
24069;nombre 24069;11;13
24070;nombre 24070;11;1
24071;nombre 24071;16;6
24072;nombre 24072;15;0
24073;nombre 24073;11;20
24074;nombre 24074;20;10
24075;nombre 24075;19;0
24076;nombre 24076;14;10
24077;nombre 24077;20;12
24078;nombre 24078;20;2
24079;nombre 24079;16;18
24080;nombre 24080;13;16
24081;nombre 24081;13;11
24082;nombre 24082;15;2
24083;nombre 24083;16;8
24084;nombre 24084;10;5
24085;nombre 24085;15;6
24086;nombre 24086;11;17
24087;nombre 24087;17;5
24088;nombre 24088;10;18
24089;nombre 24089;18;9
24090;nombre 24090;15;16
24091;nombre 24091;19;4
24092;nombre 24092;15;13
24093;nombre 24093;19;19
24094;nombre 24094;10;15
24095;nombre 24095;19;1
24096;nombre 24096;12;12
24097;nombre 24097;12;3
24098;nombre 24098;14;13
24099;nombre 24099;15;19
24100;nombre 24100;11;10
24101;nombre 24101;12;7
24102;nombre 24102;17;4
24103;nombre 24103;12;20
24104;nombre 24104;19;17
24105;nombre 24105;14;8
24106;nombre 24106;18;13
24107;nombre 24107;17;11
24108;nombre 24108;17;4
24109;nombre 24109;13;8
24110;nombre 24110;19;3
24111;nombre 24111;17;9
24112;nombre 24112;20;18
24113;nombre 24113;16;4
24114;nombre 24114;14;13
24115;nombre 24115;13;6
24116;nombre 24116;15;3
24117;nombre 24117;15;1
24118;nombre 24118;19;19
24119;nombre 24119;18;5
24120;nombre 24120;15;0
24121;nombre 24121;19;3
24122;nombre 24122;10;20
24123;nombre 24123;15;16
24124;nombre 24124;18;7
24125;nombre 24125;20;5
24126;nombre 24126;15;14
24127;nombre 24127;14;18
24128;nombre 24128;14;18
24129;nombre 24129;17;17
24130;nombre 24130;16;20
24131;nombre 24131;15;13
24132;nombre 24132;14;13
24133;nombre 24133;18;0
24134;nombre 24134;14;4
24135;nombre 24135;17;12
24136;nombre 24136;17;16
24137;nombre 24137;11;12
24138;nombre 24138;14;12
24139;nombre 24139;11;5
24140;nombre 24140;13;0
24141;nombre 24141;13;10
24142;nombre 24142;16;10
24143;nombre 24143;12;14
24144;nombre 24144;16;12
24145;nombre 24145;14;6
24146;nombre 24146;14;2
24147;nombre 24147;18;6
24148;nombre 24148;17;3
24149;nombre 24149;14;15
24150;nombre 24150;20;1
24151;nombre 24151;16;0
24152;nombre 24152;19;10
24153;nombre 24153;17;17
24154;nombre 24154;15;15
24155;nombre 24155;13;2
24156;nombre 24156;10;5
24157;nombre 24157;14;4
24158;nombre 24158;13;17
24159;nombre 24159;13;10
24160;nombre 24160;15;5
24161;nombre 24161;13;15
24162;nombre 24162;18;5
24163;nombre 24163;15;1
24164;nombre 24164;13;20
24165;nombre 24165;14;6
24166;nombre 24166;19;17
24167;nombre 24167;20;12
24168;nombre 24168;18;15
24169;nombre 24169;15;16
24170;nombre 24170;14;4
24171;nombre 24171;18;20
24172;nombre 24172;20;10
24173;nombre 24173;16;20
24174;nombre 24174;20;13
24175;nombre 24175;19;12
24176;nombre 24176;14;2
24177;nombre 24177;17;11
24178;nombre 24178;12;14
24179;nombre 24179;13;7
24180;nombre 24180;11;2
24181;nombre 24181;12;16
24182;nombre 24182;17;13
24183;nombre 24183;11;9
24184;nombre 24184;13;12
24185;nombre 24185;13;18
24186;nombre 24186;16;11
24187;nombre 24187;17;1
24188;nombre 24188;12;5
24189;nombre 24189;14;16
24190;nombre 24190;12;12
24191;nombre 24191;17;4
24192;nombre 24192;14;12
24193;nombre 24193;17;20
24194;nombre 24194;17;19
24195;nombre 24195;18;10
24196;nombre 24196;14;4
24197;nombre 24197;17;1
24198;nombre 24198;19;4
24199;nombre 24199;13;8
24200;nombre 24200;16;5
24201;nombre 24201;17;11
24202;nombre 24202;13;20
24203;nombre 24203;14;0
24204;nombre 24204;11;9
24205;nombre 24205;15;0
24206;nombre 24206;13;11
24207;nombre 24207;16;11
24208;nombre 24208;16;10
24209;nombre 24209;15;0
24210;nombre 24210;18;13
24211;nombre 24211;20;4
24212;nombre 24212;10;2
24213;nombre 24213;20;15
24214;nombre 24214;14;1
24215;nombre 24215;18;9
24216;nombre 24216;13;8
24217;nombre 24217;15;3
24218;nombre 24218;15;2
24219;nombre 24219;15;7
24220;nombre 24220;20;5
24221;nombre 24221;18;7
24222;nombre 24222;12;12
24223;nombre 24223;11;18
24224;nombre 24224;14;5
24225;nombre 24225;18;6
24226;nombre 24226;10;3
24227;nombre 24227;10;1
24228;nombre 24228;12;3
24229;nombre 24229;12;2
24230;nombre 24230;13;15
24231;nombre 24231;17;11
24232;nombre 24232;18;7
24233;nombre 24233;11;11
24234;nombre 24234;18;5
24235;nombre 24235;12;11
24236;nombre 24236;12;9
24237;nombre 24237;10;2
24238;nombre 24238;16;9
24239;nombre 24239;11;6
24240;nombre 24240;11;16
24241;nombre 24241;11;18
24242;nombre 24242;15;8
24243;nombre 24243;14;13
24244;nombre 24244;16;12
24245;nombre 24245;10;8
24246;nombre 24246;18;15
24247;nombre 24247;14;1
24248;nombre 24248;14;0
24249;nombre 24249;16;19
24250;nombre 24250;12;16
24251;nombre 24251;20;4
24252;nombre 24252;19;15
24253;nombre 24253;11;5
24254;nombre 24254;19;12
24255;nombre 24255;15;7
24256;nombre 24256;15;12
24257;nombre 24257;19;15
24258;nombre 24258;18;4
24259;nombre 24259;11;4
24260;nombre 24260;20;3
24261;nombre 24261;16;15
24262;nombre 24262;20;14
24263;nombre 24263;16;10
24264;nombre 24264;14;17
24265;nombre 24265;12;4
24266;nombre 24266;17;17
24267;nombre 24267;19;6
24268;nombre 24268;15;6
24269;nombre 24269;20;14
24270;nombre 24270;16;18
24271;nombre 24271;11;8
24272;nombre 24272;10;15
24273;nombre 24273;20;5
24274;nombre 24274;15;20
24275;nombre 24275;16;13
24276;nombre 24276;19;8
24277;nombre 24277;15;12
24278;nombre 24278;12;5
24279;nombre 24279;11;5
24280;nombre 24280;17;4
24281;nombre 24281;13;3
24282;nombre 24282;10;20
24283;nombre 24283;19;5
24284;nombre 24284;20;15
24285;nombre 24285;18;11
24286;nombre 24286;20;16
24287;nombre 24287;13;7
24288;nombre 24288;13;0
24289;nombre 24289;13;13
24290;nombre 24290;16;0
24291;nombre 24291;11;0
24292;nombre 24292;20;15
24293;nombre 24293;14;20
24294;nombre 24294;12;17
24295;nombre 24295;17;6
24296;nombre 24296;16;14
24297;nombre 24297;19;19
24298;nombre 24298;13;15
24299;nombre 24299;13;15
24300;nombre 24300;19;5
24301;nombre 24301;14;13
24302;nombre 24302;17;15
24303;nombre 24303;19;13
24304;nombre 24304;15;20
24305;nombre 24305;15;8
24306;nombre 24306;10;14
24307;nombre 24307;10;3
24308;nombre 24308;12;2
24309;nombre 24309;20;10
24310;nombre 24310;19;12
24311;nombre 24311;16;11
24312;nombre 24312;18;14
24313;nombre 24313;16;2
24314;nombre 24314;18;6
24315;nombre 24315;15;20
24316;nombre 24316;18;18
24317;nombre 24317;10;6
24318;nombre 24318;10;4
24319;nombre 24319;18;13
24320;nombre 24320;11;3
24321;nombre 24321;13;13
24322;nombre 24322;17;13
24323;nombre 24323;18;7
24324;nombre 24324;13;0
24325;nombre 24325;18;0
24326;nombre 24326;19;20
24327;nombre 24327;11;11
24328;nombre 24328;13;0
24329;nombre 24329;18;13
24330;nombre 24330;20;1
24331;nombre 24331;15;19
24332;nombre 24332;15;3
24333;nombre 24333;20;3
24334;nombre 24334;19;16
24335;nombre 24335;18;0
24336;nombre 24336;11;12
24337;nombre 24337;12;0
24338;nombre 24338;12;14
24339;nombre 24339;10;13
24340;nombre 24340;14;17
24341;nombre 24341;20;6
24342;nombre 24342;10;2
24343;nombre 24343;20;5
24344;nombre 24344;18;5
24345;nombre 24345;13;11
24346;nombre 24346;11;14
24347;nombre 24347;10;18
24348;nombre 24348;19;10
24349;nombre 24349;11;15
24350;nombre 24350;11;18
24351;nombre 24351;16;18
24352;nombre 24352;17;1
24353;nombre 24353;13;19
24354;nombre 24354;15;7
24355;nombre 24355;17;11
24356;nombre 24356;16;5
24357;nombre 24357;16;11
24358;nombre 24358;13;18
24359;nombre 24359;16;1
24360;nombre 24360;16;10
24361;nombre 24361;14;4
24362;nombre 24362;10;20
24363;nombre 24363;20;13
24364;nombre 24364;10;1
24365;nombre 24365;17;5
24366;nombre 24366;20;9
24367;nombre 24367;20;5
24368;nombre 24368;20;1
24369;nombre 24369;16;2
24370;nombre 24370;15;3
24371;nombre 24371;13;2
24372;nombre 24372;11;5
24373;nombre 24373;10;11
24374;nombre 24374;13;3
24375;nombre 24375;11;8
24376;nombre 24376;12;18
24377;nombre 24377;17;0
24378;nombre 24378;10;13
24379;nombre 24379;11;11
24380;nombre 24380;18;9
24381;nombre 24381;12;10
24382;nombre 24382;11;6
24383;nombre 24383;19;2
24384;nombre 24384;17;2
24385;nombre 24385;17;3
24386;nombre 24386;17;0
24387;nombre 24387;20;9
24388;nombre 24388;13;10
24389;nombre 24389;17;1
24390;nombre 24390;10;6
24391;nombre 24391;10;13
24392;nombre 24392;11;13
24393;nombre 24393;15;17
24394;nombre 24394;14;7
24395;nombre 24395;12;16
24396;nombre 24396;15;16
24397;nombre 24397;17;7
24398;nombre 24398;10;16
24399;nombre 24399;10;14
24400;nombre 24400;10;11
24401;nombre 24401;14;3
24402;nombre 24402;10;6
24403;nombre 24403;17;16
24404;nombre 24404;13;20
24405;nombre 24405;20;10
24406;nombre 24406;18;20
24407;nombre 24407;13;16
